study_id,StudyClass,Treatment Focus (Study level),Total N Randomized (Study level),Outcome,Outcome Measure,Comparison,NCPTSD Treatment Names,Assessment Point Category,Assessment Point,Analysis Type,Effect Size 1 Detail,Effect Size 1 Type,Effect Size 1 Value,Effect Size 1 Type of Variance Measure,Effect Size 1 Variance Value or Lower Bound,Effect Size 1 Variance Upper Bound,Effect Size 1 p value,Effect Size 2 Detail,Effect Size 2 Type,Effect Size 2 Value,Effect Size 2 Type of Variance Measure,Effect Size 2 Variance Value or Lower Bound,Effect Size 2 Variance Upper Bound,Effect Size 2 p value,Military Status (Study level),Active Duty Military (Study level),Veteran Percent (Study level),Community Percent (Study level),Female Percent (Study level),Female Percent Detail  (Study level),Male Percent (Study level),Trauma Type (Study level),Trauma Detail (Study level),Risk of Bias Rating (Study level),Citation,PTSDPubs ID,Year Added to PTSD-Repository
badurabrack2015bstudy2_PHQ9_AvsB_0_ITT_1,Nonpharmacologic cognitive,PTSD,46,Depression,PHQ-9,A vs B,Attention bias modification (ABM) vs Attention bias modification (ABM),End of Treatment,0,ITT,Treatment x Time interaction,,,,,,p=0.08,,,,,,,,Veteran,0,1,0,0,,1,Combat-related,,Medium,"Badura-Brack AS, Naim R, Ryan TJ, et al. Effect of attention training on attention bias variability and PTSD symptoms: randomized controlled trials in Israeli and U.S. combat veterans. Am J Psychiatry. 2015 Dec;172(12):1233-41. doi: 10.1176/appi.ajp.2015.14121578. PMID: 26206075.",44617,2019
baniasadi2014_HAMA_AvsB_0_ITT_1,Pharmacotherapy,PTSD,37,Anxiety,HAM-A,A vs B,Pregabalin vs Placebo,End of Treatment,0,ITT,,,,,,,p=0.144,,,,,,,,Veteran,0,1,0,0,,1,Combat-related,,Medium,"Baniasadi M, Hosseini G, Fayyazi Bordbar MR, et al. Effect of pregabalin augmentation in treatment of patients with combat-related chronic posttraumatic stress disorder: a randomized controlled trial. J Psychiatr Pract. 2014 Nov;20(6):419-27. doi: 10.1097/01.pra.0000456590.12998.41. PMID: 25406046.",44618,2019
baniasadi2014_HAMD_AvsB_0_ITT_1,Pharmacotherapy,PTSD,37,Depression,HAM-D,A vs B,Pregabalin vs Placebo,End of Treatment,0,ITT,,,,,,,p=0.614,,,,,,,,Veteran,0,1,0,0,,1,Combat-related,,Medium,"Baniasadi M, Hosseini G, Fayyazi Bordbar MR, et al. Effect of pregabalin augmentation in treatment of patients with combat-related chronic posttraumatic stress disorder: a randomized controlled trial. J Psychiatr Pract. 2014 Nov;20(6):419-27. doi: 10.1097/01.pra.0000456590.12998.41. PMID: 25406046.",44618,2019
baniasadi2014_SpitzerQual_AvsB_0_ITT_1,Pharmacotherapy,PTSD,37,Quality of Life,Spitzer Quality of Life Index,A vs B,Pregabalin vs Placebo,End of Treatment,0,ITT,,,,,,,p=0.076,,,,,,,,Veteran,0,1,0,0,,1,Combat-related,,Medium,"Baniasadi M, Hosseini G, Fayyazi Bordbar MR, et al. Effect of pregabalin augmentation in treatment of patients with combat-related chronic posttraumatic stress disorder: a randomized controlled trial. J Psychiatr Pract. 2014 Nov;20(6):419-27. doi: 10.1097/01.pra.0000456590.12998.41. PMID: 25406046.",44618,2019
basoglu2005_BDI_AvsB_0_Comp_1,Psychotherapy,PTSD,59,Depression,BDI,A vs B,Trauma-focused cognitive behavioral therapy (TF-CBT) vs Waitlist,End of Treatment,0,Completer,,,,,,,p<0.05,,,,,,,,Community,,,1,0.8475,,0.1525,Natural or manmade disasters,,Medium,"Basoglu M, Salcioglu E, Livanou M, et al. Single-session behavioral treatment of earthquake-related posttraumatic stress disorder: a randomized waiting list controlled trial. J Trauma Stress. 2005;18(1):1-11. doi: 10.1002/jts.20011. PMID: 16281190.",18886,2019
basoglu2005_WAS_AvsB_0_Comp_1,Psychotherapy,PTSD,59,Functioning,WAS,A vs B,Trauma-focused cognitive behavioral therapy (TF-CBT) vs Waitlist,End of Treatment,0,Completer,,,,,,,p<0.05,,,,,,,,Community,,,1,0.8475,,0.1525,Natural or manmade disasters,,Medium,"Basoglu M, Salcioglu E, Livanou M, et al. Single-session behavioral treatment of earthquake-related posttraumatic stress disorder: a randomized waiting list controlled trial. J Trauma Stress. 2005;18(1):1-11. doi: 10.1002/jts.20011. PMID: 16281190.",18886,2019
basoglu2007_BDI_AvsB_0_ITT_1,Psychotherapy,PTSD,31,Depression,BDI,A vs B,Exposure therapy vs Waitlist,End of Treatment,0,ITT,Endpoint difference,Cohen's d,1.1,,,,p<0.05,,,,,,,,Community,0,0,1,0.871,,0.129,Natural or manmade disasters,,Medium,"Basoglu M, Salcioglu E, Livanou M. A randomized controlled study of single-session behavioural treatment of earthquake-related post-traumatic stress disorder using an earthquake simulator. Psychological Medicine. 2007;37(2):203-13. doi: 10.1017/S0033291706009123. PMID: 17254365.",29446,2020
basoglu2007_BDI_AvsB_4_ITT_1,Psychotherapy,PTSD,31,Depression,BDI,A vs B,Exposure therapy vs Waitlist,Assessment at <3 Months,4,ITT,Endpoint difference,Cohen's d,0.9,,,,p=0.07,,,,,,,,Community,0,0,1,0.871,,0.129,Natural or manmade disasters,,Medium,"Basoglu M, Salcioglu E, Livanou M. A randomized controlled study of single-session behavioural treatment of earthquake-related post-traumatic stress disorder using an earthquake simulator. Psychological Medicine. 2007;37(2):203-13. doi: 10.1017/S0033291706009123. PMID: 17254365.",29446,2020
basoglu2007_WSA_AvsB_0_ITT_1,Psychotherapy,PTSD,31,Functioning,WSA,A vs B,Exposure therapy vs Waitlist,End of Treatment,0,ITT,Endpoint difference,Cohen's d,0.8,,,,p<0.01,,,,,,,,Community,0,0,1,0.871,,0.129,Natural or manmade disasters,,Medium,"Basoglu M, Salcioglu E, Livanou M. A randomized controlled study of single-session behavioural treatment of earthquake-related post-traumatic stress disorder using an earthquake simulator. Psychological Medicine. 2007;37(2):203-13. doi: 10.1017/S0033291706009123. PMID: 17254365.",29446,2020
basoglu2007_WSA_AvsB_4_ITT_1,Psychotherapy,PTSD,31,Functioning,WSA,A vs B,Exposure therapy vs Waitlist,Assessment at <3 Months,4,ITT,Endpoint difference,Cohen's d,0.6,,,,p=0.07,,,,,,,,Community,0,0,1,0.871,,0.129,Natural or manmade disasters,,Medium,"Basoglu M, Salcioglu E, Livanou M. A randomized controlled study of single-session behavioural treatment of earthquake-related post-traumatic stress disorder using an earthquake simulator. Psychological Medicine. 2007;37(2):203-13. doi: 10.1017/S0033291706009123. PMID: 17254365.",29446,2020
batki2014_Drinksperd_AvsB_0_ITT_1,Pharmacotherapy,PTSD+SUD,30,Substance Use,Drinks per drinking day,A vs B,Topiramate vs Placebo,End of Treatment,0,ITT,,Incidence rate ratio,0.45,95% CI,0.2,1.02,p=0.057,,,,,,,,Veteran,0,1,0,0.0667,,0.9333,Mixed,"combat-related, other (""civilian related trauma"")",Medium,"Batki SL, Pennington DL, Lasher B, et al. Topiramate treatment of alcohol use disorder in veterans with posttraumatic stress disorder: a randomized controlled pilot trial. Alcohol Clin Exp Res. 2014 Aug;38(8):2169-77. doi: 10.1111/acer.12496. PMID: 25092377.",42646,2020
batki2014_ObsessiveCo_AvsB_0_ITT_1,Pharmacotherapy,PTSD+SUD,30,Substance Use,Obsessive Compulsive Drinking Scale,A vs B,Topiramate vs Placebo,End of Treatment,0,ITT,,Incidence rate ratio,-7.02,95% CI,-13.1,-0.91,p=0.025,,,,,,,,Veteran,0,1,0,0.0667,,0.9333,Mixed,"combat-related, other (""civilian related trauma"")",Medium,"Batki SL, Pennington DL, Lasher B, et al. Topiramate treatment of alcohol use disorder in veterans with posttraumatic stress disorder: a randomized controlled pilot trial. Alcohol Clin Exp Res. 2014 Aug;38(8):2169-77. doi: 10.1111/acer.12496. PMID: 25092377.",42646,2020
batki2014_Percentdrin_AvsB_0_ITT_1,Pharmacotherapy,PTSD+SUD,30,Substance Use,Percent drinking days,A vs B,Topiramate vs Placebo,End of Treatment,0,ITT,,Incidence rate ratio,0.38,95% CI,0.15,0.94,p=0.036,,,,,,,,Veteran,0,1,0,0.0667,,0.9333,Mixed,"combat-related, other (""civilian related trauma"")",Medium,"Batki SL, Pennington DL, Lasher B, et al. Topiramate treatment of alcohol use disorder in veterans with posttraumatic stress disorder: a randomized controlled pilot trial. Alcohol Clin Exp Res. 2014 Aug;38(8):2169-77. doi: 10.1111/acer.12496. PMID: 25092377.",42646,2020
batki2014_Percentheav_AvsB_0_ITT_1,Pharmacotherapy,PTSD+SUD,30,Substance Use,Percent heavy drinking days,A vs B,Topiramate vs Placebo,End of Treatment,0,ITT,,Incidence rate ratio,0.56,95% CI,0.17,1.87,p=0.342,,,,,,,,Veteran,0,1,0,0.0667,,0.9333,Mixed,"combat-related, other (""civilian related trauma"")",Medium,"Batki SL, Pennington DL, Lasher B, et al. Topiramate treatment of alcohol use disorder in veterans with posttraumatic stress disorder: a randomized controlled pilot trial. Alcohol Clin Exp Res. 2014 Aug;38(8):2169-77. doi: 10.1111/acer.12496. PMID: 25092377.",42646,2020
batki2014_Standarddri_AvsB_0_ITT_1,Pharmacotherapy,PTSD+SUD,30,Substance Use,Standard drinks per week,A vs B,Topiramate vs Placebo,End of Treatment,0,ITT,,Incidence rate ratio,0.43,95% CI,0.16,1.17,p=0.099,,,,,,,,Veteran,0,1,0,0.0667,,0.9333,Mixed,"combat-related, other (""civilian related trauma"")",Medium,"Batki SL, Pennington DL, Lasher B, et al. Topiramate treatment of alcohol use disorder in veterans with posttraumatic stress disorder: a randomized controlled pilot trial. Alcohol Clin Exp Res. 2014 Aug;38(8):2169-77. doi: 10.1111/acer.12496. PMID: 25092377.",42646,2020
battaglia2016_7daypoint_AvsB_0_ITT_1,Other mixed,PTSD+SUD,175,Substance Use,7-day point prevalence abstinence,A vs B,Motivational Interviewing (MI) for smoking cessation + PTSD home telehealth care management program vs PTSD home telehealth care management program,End of Treatment,0,ITT,During treatment period (baseline to end of treatment); Risk difference -3.1%,,,95% CI,-15.8,9.6,adjusted p=0.26,,,,,,,,Veteran,0,1,0,0.1371,,0.8629,,,Medium,"Battaglia C, Peterson J, Whitfield E, et al. Integrating motivational interviewing into a home telehealth program for veterans with posttraumatic stress disorder who smoke: a randomized controlled trial. J Clin Psychol. 2016 Mar;72(3):194-206. doi: 10.1002/jclp.22252. PMID: 26783736.",49060,2020
battaglia2016_7daypoint_AvsB_26_ITT_1,Other mixed,PTSD+SUD,175,Substance Use,7-day point prevalence abstinence,A vs B,Motivational Interviewing (MI) for smoking cessation + PTSD home telehealth care management program vs PTSD home telehealth care management program,Assessment at 6 to <12 Months,26,ITT,During follow-up period (end of treatment to 6 month follow-up); Risk difference 0.30%,,,95% CI,-12.2,12.9,adjusted p=0.81,,,,,,,,Veteran,0,1,0,0.1371,,0.8629,,,Medium,"Battaglia C, Peterson J, Whitfield E, et al. Integrating motivational interviewing into a home telehealth program for veterans with posttraumatic stress disorder who smoke: a randomized controlled trial. J Clin Psychol. 2016 Mar;72(3):194-206. doi: 10.1002/jclp.22252. PMID: 26783736.",49060,2020
battaglia2016_GDSSF_AvsB_0_ITT_1,Other mixed,PTSD+SUD,175,Depression,GDS-SF,A vs B,Motivational Interviewing (MI) for smoking cessation + PTSD home telehealth care management program vs PTSD home telehealth care management program,End of Treatment,0,ITT,Endpoint difference,,,,,,unadjusted p<0.01; adjusted p<0.01,,,,,,,,Veteran,0,1,0,0.1371,,0.8629,,,Medium,"Battaglia C, Peterson J, Whitfield E, et al. Integrating motivational interviewing into a home telehealth program for veterans with posttraumatic stress disorder who smoke: a randomized controlled trial. J Clin Psychol. 2016 Mar;72(3):194-206. doi: 10.1002/jclp.22252. PMID: 26783736.",49060,2020
battaglia2016_GDSSF_AvsB_26_ITT_1,Other mixed,PTSD+SUD,175,Depression,GDS-SF,A vs B,Motivational Interviewing (MI) for smoking cessation + PTSD home telehealth care management program vs PTSD home telehealth care management program,Assessment at 6 to <12 Months,26,ITT,Endpoint difference,,,,,,unadjusted p=0.07; adjusted p=0.02,,,,,,,,Veteran,0,1,0,0.1371,,0.8629,,,Medium,"Battaglia C, Peterson J, Whitfield E, et al. Integrating motivational interviewing into a home telehealth program for veterans with posttraumatic stress disorder who smoke: a randomized controlled trial. J Clin Psychol. 2016 Mar;72(3):194-206. doi: 10.1002/jclp.22252. PMID: 26783736.",49060,2020
battaglia2016_Progression_AvsB_0_ITT_1,Other mixed,PTSD+SUD,175,Substance Use,Progression along the stages of change,A vs B,Motivational Interviewing (MI) for smoking cessation + PTSD home telehealth care management program vs PTSD home telehealth care management program,End of Treatment,0,ITT,During treatment period (baseline to end of treatment); Risk difference -0.3%,,,95% CI,-15.3,14.8,adjusted p=0.26,,,,,,,,Veteran,0,1,0,0.1371,,0.8629,,,Medium,"Battaglia C, Peterson J, Whitfield E, et al. Integrating motivational interviewing into a home telehealth program for veterans with posttraumatic stress disorder who smoke: a randomized controlled trial. J Clin Psychol. 2016 Mar;72(3):194-206. doi: 10.1002/jclp.22252. PMID: 26783736.",49060,2020
battaglia2016_Progression_AvsB_26_ITT_1,Other mixed,PTSD+SUD,175,Substance Use,Progression along the stages of change,A vs B,Motivational Interviewing (MI) for smoking cessation + PTSD home telehealth care management program vs PTSD home telehealth care management program,Assessment at 6 to <12 Months,26,ITT,During follow-up period (end of treatment to 6 month follow-up); Risk difference 0.3%,,,95% CI,-12.5,13.1,adjusted p=0.97,,,,,,,,Veteran,0,1,0,0.1371,,0.8629,,,Medium,"Battaglia C, Peterson J, Whitfield E, et al. Integrating motivational interviewing into a home telehealth program for veterans with posttraumatic stress disorder who smoke: a randomized controlled trial. J Clin Psychol. 2016 Mar;72(3):194-206. doi: 10.1002/jclp.22252. PMID: 26783736.",49060,2020
battaglia2016_Selfreporte_AvsB_0_ITT_1,Other mixed,PTSD+SUD,175,Substance Use,"Self-reported 24-hour quit attempts, proportion with ≥1 attempt",A vs B,Motivational Interviewing (MI) for smoking cessation + PTSD home telehealth care management program vs PTSD home telehealth care management program,End of Treatment,0,ITT,During treatment period (baseline to end of treatment); Risk difference 5.6%,,,95% CI,-8.5,19.8,adjusted p=0.83,,,,,,,,Veteran,0,1,0,0.1371,,0.8629,,,Medium,"Battaglia C, Peterson J, Whitfield E, et al. Integrating motivational interviewing into a home telehealth program for veterans with posttraumatic stress disorder who smoke: a randomized controlled trial. J Clin Psychol. 2016 Mar;72(3):194-206. doi: 10.1002/jclp.22252. PMID: 26783736.",49060,2020
battaglia2016_Selfreporte_AvsB_26_ITT_1,Other mixed,PTSD+SUD,175,Substance Use,"Self-reported 24-hour quit attempts, proportion with ≥1 attempt",A vs B,Motivational Interviewing (MI) for smoking cessation + PTSD home telehealth care management program vs PTSD home telehealth care management program,Assessment at 6 to <12 Months,26,ITT,During follow-up period (end of treatment to 6 month follow-up); Risk difference -9.1%,,,95% CI,-22.8,4.6,adjusted p=0.06,,,,,,,,Veteran,0,1,0,0.1371,,0.8629,,,Medium,"Battaglia C, Peterson J, Whitfield E, et al. Integrating motivational interviewing into a home telehealth program for veterans with posttraumatic stress disorder who smoke: a randomized controlled trial. J Clin Psychol. 2016 Mar;72(3):194-206. doi: 10.1002/jclp.22252. PMID: 26783736.",49060,2020
battersby2013_Abbreviated_AvsB_0_ITT_1,Collaborative care,PTSD,82,Functioning,Abbreviated Dyadic Adjustment Scale,A vs B,Flinders Program vs Treatment as usual (TAU),End of Treatment,0,ITT,Group x Time interaction,,,,,,p>0.05,,,,,,,,Veteran,0,1,0,,,,,,Medium,"Battersby MW, Beattie J, Pols RG, et al. A randomised controlled trial of the Flinders Program™ of chronic condition management in Vietnam veterans with co-morbid alcohol misuse, and psychiatric and medical conditions. Aust N Z J Psychiatry. 2013 May;47(5):451-62. doi: 10.1177/0004867412471977. PMID: 23307806.",,2020
battersby2013_Assessmento_AvsB_0_ITT_1,Collaborative care,PTSD,82,Quality of Life,Assessment of Quality of Life,A vs B,Flinders Program vs Treatment as usual (TAU),End of Treatment,0,ITT,Group x Time interaction,,,,,,p=0.14,,,,,,,,Veteran,0,1,0,,,,,,Medium,"Battersby MW, Beattie J, Pols RG, et al. A randomised controlled trial of the Flinders Program™ of chronic condition management in Vietnam veterans with co-morbid alcohol misuse, and psychiatric and medical conditions. Aust N Z J Psychiatry. 2013 May;47(5):451-62. doi: 10.1177/0004867412471977. PMID: 23307806.",,2020
battersby2013_AUDIT_AvsB_0_ITT_1,Collaborative care,PTSD,82,Substance Use,AUDIT,A vs B,Flinders Program vs Treatment as usual (TAU),End of Treatment,0,ITT,Group x Time interaction,,,,,,p=0.039,,,,,,,,Veteran,0,1,0,,,,,,Medium,"Battersby MW, Beattie J, Pols RG, et al. A randomised controlled trial of the Flinders Program™ of chronic condition management in Vietnam veterans with co-morbid alcohol misuse, and psychiatric and medical conditions. Aust N Z J Psychiatry. 2013 May;47(5):451-62. doi: 10.1177/0004867412471977. PMID: 23307806.",,2020
battersby2013_DARS_AvsB_0_ITT_1,Collaborative care,PTSD,82,Anger,DARS,A vs B,Flinders Program vs Treatment as usual (TAU),End of Treatment,0,ITT,,,,,,,p>0.05,,,,,,,,Veteran,0,1,0,,,,,,Medium,"Battersby MW, Beattie J, Pols RG, et al. A randomised controlled trial of the Flinders Program™ of chronic condition management in Vietnam veterans with co-morbid alcohol misuse, and psychiatric and medical conditions. Aust N Z J Psychiatry. 2013 May;47(5):451-62. doi: 10.1177/0004867412471977. PMID: 23307806.",,2020
battersby2013_HADS_AvsB_0_ITT_1,Collaborative care,PTSD,82,Depression,HADS,A vs B,Flinders Program vs Treatment as usual (TAU),End of Treatment,0,ITT,,,,,,,p>0.05,,,,,,,,Veteran,0,1,0,,,,,,Medium,"Battersby MW, Beattie J, Pols RG, et al. A randomised controlled trial of the Flinders Program™ of chronic condition management in Vietnam veterans with co-morbid alcohol misuse, and psychiatric and medical conditions. Aust N Z J Psychiatry. 2013 May;47(5):451-62. doi: 10.1177/0004867412471977. PMID: 23307806.",,2020
beck2009_BAI_AvsB_0_Comp_1,Psychotherapy,PTSD,44,Anxiety,BAI,A vs B,Trauma-focused cognitive behavioral therapy (TF-CBT) vs Minimal attention,End of Treatment,0,Completer,,Hedges' g,0.53,,,,p=NS,,,,,,,,Community,,,1,0.8182,,0.1818,Accidents,,High,"Beck JG, Coffey SF, Foy DW, et al. Group cognitive behavior therapy for chronic posttraumatic stress disorder: an initial randomized pilot study. Behav Ther. 2009 Mar;40(1):82-92. doi: 10.1016/j.beth.2008.01.003. PMID: 19187819.",32054,2019
beck2009_BDIII_AvsB_0_Comp_1,Psychotherapy,PTSD,44,Depression,BDI-II,A vs B,Trauma-focused cognitive behavioral therapy (TF-CBT) vs Minimal attention,End of Treatment,0,Completer,,Hedges' g,0.63,,,,p=NS,,,,,,,,Community,,,1,0.8182,,0.1818,Accidents,,High,"Beck JG, Coffey SF, Foy DW, et al. Group cognitive behavior therapy for chronic posttraumatic stress disorder: an initial randomized pilot study. Behav Ther. 2009 Mar;40(1):82-92. doi: 10.1016/j.beth.2008.01.003. PMID: 19187819.",32054,2019
beck2009_ODI_AvsB_0_Comp_1,Psychotherapy,PTSD,44,Functioning,ODI,A vs B,Trauma-focused cognitive behavioral therapy (TF-CBT) vs Minimal attention,End of Treatment,0,Completer,,Hedges' g,0.66,,,,,,,,,,,,Community,,,1,0.8182,,0.1818,Accidents,,High,"Beck JG, Coffey SF, Foy DW, et al. Group cognitive behavior therapy for chronic posttraumatic stress disorder: an initial randomized pilot study. Behav Ther. 2009 Mar;40(1):82-92. doi: 10.1016/j.beth.2008.01.003. PMID: 19187819.",32054,2019
